"poll_id","pollster_id","pollster","sponsor_ids","sponsors","display_name","pollster_rating_id","pollster_rating_name","fte_grade","methodology","state","start_date","end_date","sponsor_candidate_id","sponsor_candidate","sponsor_candidate_party","question_id","sample_size","population","subpopulation","population_full","tracking","created_at","notes","url","source","internal","partisan","race_id","cycle","office_type","seat_number","seat_name","election_date","stage","nationwide_batch","ranked_choice_reallocated","party","answer","candidate_id","candidate_name","pct","cd_fips","st_fips","st_cd_fips"
79597,460,"SurveyUSA",1102,"KAAL-TV","SurveyUSA",325,"SurveyUSA","A","Online","Minnesota","7/26/22","7/30/22",NA,NA,NA,159142,544,"lv",NA,"lv",NA,"8/2/22 20:09",NA,"https://www.kaaltv.com/minnesota-news/minnesota-1st-congressional-district-special-ellection-exclusive-surveyusa-poll-brad-finstad-jeff-ettinger-latest/6539122/",NA,FALSE,NA,9481,2022,"U.S. House",1,"District 1","8/9/22","general",FALSE,FALSE,"DEM","Ettinger",30459,"Jeff Ettinger",38,"01","27","2701"
79597,460,"SurveyUSA",1102,"KAAL-TV","SurveyUSA",325,"SurveyUSA","A","Online","Minnesota","7/26/22","7/30/22",NA,NA,NA,159142,544,"lv",NA,"lv",NA,"8/2/22 20:09",NA,"https://www.kaaltv.com/minnesota-news/minnesota-1st-congressional-district-special-ellection-exclusive-surveyusa-poll-brad-finstad-jeff-ettinger-latest/6539122/",NA,FALSE,NA,9481,2022,"U.S. House",1,"District 1","8/9/22","general",FALSE,FALSE,"REP","Finstad",30460,"Brad Finstad",46,"01","27","2701"
79686,1554,"RMG Research",1054,"United States Term Limits","RMG Research",555,"RMG Research","B-",NA,"Colorado","7/24/22","7/30/22",NA,NA,NA,159431,400,"lv",NA,"lv",NA,"8/11/22 9:32",NA,"https://www.termlimits.com/library/USTL%20CO07%20Toplines.pdf",NA,FALSE,NA,9071,2022,"U.S. House",7,"District 7","11/8/22","general",FALSE,FALSE,"DEM","Pettersen",29454,"Brittany Pettersen",44,"07","08","0807"
79686,1554,"RMG Research",1054,"United States Term Limits","RMG Research",555,"RMG Research","B-",NA,"Colorado","7/24/22","7/30/22",NA,NA,NA,159431,400,"lv",NA,"lv",NA,"8/11/22 9:32",NA,"https://www.termlimits.com/library/USTL%20CO07%20Toplines.pdf",NA,FALSE,NA,9071,2022,"U.S. House",7,"District 7","11/8/22","general",FALSE,FALSE,"REP","Aadland",29455,"Erik Aadland",41,"07","08","0807"
79684,1554,"RMG Research",1054,"United States Term Limits","RMG Research",555,"RMG Research","B-",NA,"Nevada","7/23/22","7/29/22",NA,NA,NA,159429,400,"lv",NA,"lv",NA,"8/11/22 9:32",NA,"https://www.termlimits.com/library/USTL%20NV03%20Toplines.pdf",NA,FALSE,NA,9235,2022,"U.S. House",3,"District 3","11/8/22","general",FALSE,FALSE,"DEM","Lee",29160,"Susie Lee",41,"03","32","3203"
79684,1554,"RMG Research",1054,"United States Term Limits","RMG Research",555,"RMG Research","B-",NA,"Nevada","7/23/22","7/29/22",NA,NA,NA,159429,400,"lv",NA,"lv",NA,"8/11/22 9:32",NA,"https://www.termlimits.com/library/USTL%20NV03%20Toplines.pdf",NA,FALSE,NA,9235,2022,"U.S. House",3,"District 3","11/8/22","general",FALSE,FALSE,"REP","Becker",30402,"April Becker",44,"03","32","3203"
79685,1554,"RMG Research",1054,"United States Term Limits","RMG Research",555,"RMG Research","B-",NA,"New Jersey","7/22/22","7/29/22",NA,NA,NA,159430,400,"lv",NA,"lv",NA,"8/11/22 9:32",NA,"https://www.termlimits.com/library/USTL%20NJ03%20Toplines.pdf",NA,FALSE,NA,9241,2022,"U.S. House",3,"District 3","11/8/22","general",FALSE,FALSE,"DEM","Kim",29148,"Andy Kim",44,"03","34","3403"
79685,1554,"RMG Research",1054,"United States Term Limits","RMG Research",555,"RMG Research","B-",NA,"New Jersey","7/22/22","7/29/22",NA,NA,NA,159430,400,"lv",NA,"lv",NA,"8/11/22 9:32",NA,"https://www.termlimits.com/library/USTL%20NJ03%20Toplines.pdf",NA,FALSE,NA,9241,2022,"U.S. House",3,"District 3","11/8/22","general",FALSE,FALSE,"REP","Healey",29752,"Bob Healey",38,"03","34","3403"
79598,1008,"Triton Polling & Research",1799,"Freedom Council USA","Triton Polling & Research",497,"Triton Polling & Research","C/D",NA,"New York","7/26/22","7/28/22",NA,NA,NA,159143,407,"lv",NA,"lv",NA,"8/2/22 20:09",NA,"https://nypost.com/2022/08/02/marc-molinaro-leads-pat-ryan-in-ny-congressional-race-poll/?utm_source=NYPMetroTwitter&utm_medium=SocialFlow&utm_campaign=SocialFlow",NA,FALSE,"REP",9503,2022,"U.S. House",19,"District 19","8/23/22","general",FALSE,FALSE,"DEM","Ryan",30430,"Pat Ryan",39.7,"19","36","3619"
79598,1008,"Triton Polling & Research",1799,"Freedom Council USA","Triton Polling & Research",497,"Triton Polling & Research","C/D",NA,"New York","7/26/22","7/28/22",NA,NA,NA,159143,407,"lv",NA,"lv",NA,"8/2/22 20:09",NA,"https://nypost.com/2022/08/02/marc-molinaro-leads-pat-ryan-in-ny-congressional-race-poll/?utm_source=NYPMetroTwitter&utm_medium=SocialFlow&utm_campaign=SocialFlow",NA,FALSE,"REP",9503,2022,"U.S. House",19,"District 19","8/23/22","general",FALSE,FALSE,"REP","Molinaro",30429,"Marcus Molinaro",49.5,"19","36","3619"
79632,1347,"Cygnal Political",452,"NRCC","Cygnal",67,"Cygnal","B+",NA,"Oregon","7/26/22","7/28/22",30177,"Mike Erickson","REP",159267,400,"lv",NA,"lv",NA,"8/9/22 9:40",NA,"https://www.politico.com/news/2022/08/09/house-gop-polls-biden-00050458",NA,TRUE,"REP",9447,2022,"U.S. House",6,"District 6","11/8/22","general",FALSE,FALSE,"DEM","Salinas",30176,"Andrea Salinas",40,"06","41","4106"
79632,1347,"Cygnal Political",452,"NRCC","Cygnal",67,"Cygnal","B+",NA,"Oregon","7/26/22","7/28/22",30177,"Mike Erickson","REP",159267,400,"lv",NA,"lv",NA,"8/9/22 9:40",NA,"https://www.politico.com/news/2022/08/09/house-gop-polls-biden-00050458",NA,TRUE,"REP",9447,2022,"U.S. House",6,"District 6","11/8/22","general",FALSE,FALSE,"REP","Erickson",30177,"Mike Erickson",47,"06","41","4106"
79633,324,"Moore Information",452,"NRCC","Moore Information",217,"Moore Information","B/C","Live Phone","Oregon","7/25/22","7/28/22",29880,"Alek Skarlatos","REP",159268,400,"lv",NA,"lv",NA,"8/9/22 9:40",NA,"https://www.politico.com/news/2022/08/09/house-gop-polls-biden-00050458",NA,TRUE,"REP",9319,2022,"U.S. House",4,"District 4","11/8/22","general",FALSE,FALSE,"DEM","Hoyle",29881,"Val Hoyle",46,"04","41","4104"
79633,324,"Moore Information",452,"NRCC","Moore Information",217,"Moore Information","B/C","Live Phone","Oregon","7/25/22","7/28/22",29880,"Alek Skarlatos","REP",159268,400,"lv",NA,"lv",NA,"8/9/22 9:40",NA,"https://www.politico.com/news/2022/08/09/house-gop-polls-biden-00050458",NA,TRUE,"REP",9319,2022,"U.S. House",4,"District 4","11/8/22","general",FALSE,FALSE,"REP","Skarlatos",29880,"Alek Skarlatos",41,"04","41","4104"
79709,1554,"RMG Research",1054,"United States Term Limits","RMG Research",555,"RMG Research","B-",NA,"New Jersey","7/23/22","7/28/22",NA,NA,NA,159463,400,"lv",NA,"lv",NA,"8/11/22 11:57",NA,"https://www.termlimits.com/library/USTL%20NJ07%20Toplines.pdf",NA,FALSE,NA,9245,2022,"U.S. House",7,"District 7","11/8/22","general",FALSE,FALSE,"DEM","Malinowski",28818,"Tom Malinowski",38,"07","34","3407"
79709,1554,"RMG Research",1054,"United States Term Limits","RMG Research",555,"RMG Research","B-",NA,"New Jersey","7/23/22","7/28/22",NA,NA,NA,159463,400,"lv",NA,"lv",NA,"8/11/22 11:57",NA,"https://www.termlimits.com/library/USTL%20NJ07%20Toplines.pdf",NA,FALSE,NA,9245,2022,"U.S. House",7,"District 7","11/8/22","general",FALSE,FALSE,"REP","Kean",28819,"Thomas H. Kean Jr.",46,"07","34","3407"
79683,1554,"RMG Research",1054,"United States Term Limits","RMG Research",555,"RMG Research","B-",NA,"Illinois","7/21/22","7/28/22",NA,NA,NA,159428,400,"lv",NA,"lv",NA,"8/11/22 9:32",NA,"https://www.termlimits.com/library/USTL%20IL13%20Toplines.pdf",NA,FALSE,NA,9135,2022,"U.S. House",13,"District 13","11/8/22","general",FALSE,FALSE,"DEM","Budzinski",29596,"Nikki Budzinski",39,"13","17","1713"
79683,1554,"RMG Research",1054,"United States Term Limits","RMG Research",555,"RMG Research","B-",NA,"Illinois","7/21/22","7/28/22",NA,NA,NA,159428,400,"lv",NA,"lv",NA,"8/11/22 9:32",NA,"https://www.termlimits.com/library/USTL%20IL13%20Toplines.pdf",NA,FALSE,NA,9135,2022,"U.S. House",13,"District 13","11/8/22","general",FALSE,FALSE,"REP","Deering",30518,"Regan Deering",36,"13","17","1713"
79702,1554,"RMG Research",1054,"United States Term Limits","RMG Research",555,"RMG Research","B-",NA,"Kansas","7/21/22","7/28/22",NA,NA,NA,159452,400,"lv",NA,"lv",NA,"8/11/22 11:36",NA,"https://www.termlimits.com/library/USTL%20KS03%20Toplines.pdf",NA,FALSE,NA,9156,2022,"U.S. House",3,"District 3","11/8/22","general",FALSE,FALSE,"DEM","Davids",29066,"Sharice Davids",45,"03","20","2003"
79702,1554,"RMG Research",1054,"United States Term Limits","RMG Research",555,"RMG Research","B-",NA,"Kansas","7/21/22","7/28/22",NA,NA,NA,159452,400,"lv",NA,"lv",NA,"8/11/22 11:36",NA,"https://www.termlimits.com/library/USTL%20KS03%20Toplines.pdf",NA,FALSE,NA,9156,2022,"U.S. House",3,"District 3","11/8/22","general",FALSE,FALSE,"REP","Adkins",29625,"Amanda L. Adkins",46,"03","20","2003"
79580,1727,"Alvarado Strategies",1824,"Floridians for Economic Advancement","Alvarado Strategies",710,"Alvarado Strategies",NA,"Online","Florida","7/26/22","7/27/22",NA,NA,NA,159051,440,"lv",NA,"lv",NA,"7/31/22 13:27",NA,"https://floridapolitics.com/archives/542685-survey-finds-annette-taddeo-within-striking-distance-of-maria-elvira-salazar-in-cd-27/",NA,FALSE,NA,9104,2022,"U.S. House",27,"District 27","11/8/22","general",FALSE,FALSE,"DEM","Taddeo",30282,"Annette Taddeo",34,"27","12","1227"
79580,1727,"Alvarado Strategies",1824,"Floridians for Economic Advancement","Alvarado Strategies",710,"Alvarado Strategies",NA,"Online","Florida","7/26/22","7/27/22",NA,NA,NA,159051,440,"lv",NA,"lv",NA,"7/31/22 13:27",NA,"https://floridapolitics.com/archives/542685-survey-finds-annette-taddeo-within-striking-distance-of-maria-elvira-salazar-in-cd-27/",NA,FALSE,NA,9104,2022,"U.S. House",27,"District 27","11/8/22","general",FALSE,FALSE,"REP","Salazar",29014,"Marìa Elvira Salazar",39,"27","12","1227"
79688,1554,"RMG Research",1054,"United States Term Limits","RMG Research",555,"RMG Research","B-",NA,"Connecticut","7/20/22","7/26/22",NA,NA,NA,159433,400,"lv",NA,"lv",NA,"8/11/22 9:32",NA,"https://www.termlimits.com/library/USTL%20CT05%20Toplines.pdf",NA,FALSE,NA,9076,2022,"U.S. House",5,"District 5","11/8/22","general",FALSE,FALSE,"DEM","Hayes",28991,"Jahana Hayes",45,"05","09","0905"
79688,1554,"RMG Research",1054,"United States Term Limits","RMG Research",555,"RMG Research","B-",NA,"Connecticut","7/20/22","7/26/22",NA,NA,NA,159433,400,"lv",NA,"lv",NA,"8/11/22 9:32",NA,"https://www.termlimits.com/library/USTL%20CT05%20Toplines.pdf",NA,FALSE,NA,9076,2022,"U.S. House",5,"District 5","11/8/22","general",FALSE,FALSE,"REP","Logan",29478,"George Logan",37,"05","09","0905"
79687,1554,"RMG Research",1054,"United States Term Limits","RMG Research",555,"RMG Research","B-",NA,"California","7/19/22","7/26/22",NA,NA,NA,159432,400,"lv",NA,"lv",NA,"8/11/22 9:32",NA,"https://www.termlimits.com/library/USTL%20CA09%20Toplines.pdf",NA,FALSE,NA,9020,2022,"U.S. House",9,"District 9","11/8/22","general",FALSE,FALSE,"DEM","Harder",28942,"Josh Harder",38,"09","06","0609"
79687,1554,"RMG Research",1054,"United States Term Limits","RMG Research",555,"RMG Research","B-",NA,"California","7/19/22","7/26/22",NA,NA,NA,159432,400,"lv",NA,"lv",NA,"8/11/22 9:32",NA,"https://www.termlimits.com/library/USTL%20CA09%20Toplines.pdf",NA,FALSE,NA,9020,2022,"U.S. House",9,"District 9","11/8/22","general",FALSE,FALSE,"REP","Patti",29396,"Tom Patti",38,"09","06","0609"
79700,1554,"RMG Research",1054,"United States Term Limits","RMG Research",555,"RMG Research","B-",NA,"Minnesota","7/19/22","7/26/22",NA,NA,NA,159450,400,"lv",NA,"lv",NA,"8/11/22 11:25",NA,"https://www.termlimits.com/library/USTL%20MN02%20Toplines.pdf",NA,FALSE,NA,9210,2022,"U.S. House",2,"District 2","11/8/22","general",FALSE,FALSE,"DEM","Craig",29111,"Angie Craig",47,"02","27","2702"
79700,1554,"RMG Research",1054,"United States Term Limits","RMG Research",555,"RMG Research","B-",NA,"Minnesota","7/19/22","7/26/22",NA,NA,NA,159450,400,"lv",NA,"lv",NA,"8/11/22 11:25",NA,"https://www.termlimits.com/library/USTL%20MN02%20Toplines.pdf",NA,FALSE,NA,9210,2022,"U.S. House",2,"District 2","11/8/22","general",FALSE,FALSE,"REP","Kistner",29686,"Tyler Kistner",46,"02","27","2702"
79610,596,"Keating Research",NA,NA,"Keating Research",161,"Keating Research","B/C","Live Phone","Colorado","7/21/22","7/25/22",30127,"Adam Frisch","DEM",159227,550,"lv",NA,"lv",NA,"8/3/22 19:52",NA,"https://www.coloradopolitics.com/elections/2022/internal-democratic-poll-shows-lauren-boebert-leading-challenger-adam-frisch-by-7-points/article_5a0c1326-1354-11ed-b8dd-db1388ba5977.html",NA,TRUE,"DEM",9067,2022,"U.S. House",3,"District 3","11/8/22","general",FALSE,FALSE,"DEM","Frisch",30127,"Adam Frisch",42,"03","08","0803"
79610,596,"Keating Research",NA,NA,"Keating Research",161,"Keating Research","B/C","Live Phone","Colorado","7/21/22","7/25/22",30127,"Adam Frisch","DEM",159227,550,"lv",NA,"lv",NA,"8/3/22 19:52",NA,"https://www.coloradopolitics.com/elections/2022/internal-democratic-poll-shows-lauren-boebert-leading-challenger-adam-frisch-by-7-points/article_5a0c1326-1354-11ed-b8dd-db1388ba5977.html",NA,TRUE,"DEM",9067,2022,"U.S. House",3,"District 3","11/8/22","general",FALSE,FALSE,"REP","Boebert",28983,"Lauren Boebert",49,"03","08","0803"
79519,1334,"Alaska Survey Research",NA,NA,"Alaska Survey Research",155,"Alaska Survey Research","B/C","Online/Text","Alaska","7/20/22","7/25/22",NA,NA,NA,158926,1219,"lv",NA,"lv",NA,"7/29/22 9:10",NA,"https://projects.fivethirtyeight.com/polls/20220729_AK_AlaskaSurvey.pdf",NA,FALSE,NA,9496,2022,"U.S. House",1,"District 1","8/16/22","general",FALSE,FALSE,"DEM","Peltola",30139,"Mary S. Peltola",41.1,"01","02","0201"
79519,1334,"Alaska Survey Research",NA,NA,"Alaska Survey Research",155,"Alaska Survey Research","B/C","Online/Text","Alaska","7/20/22","7/25/22",NA,NA,NA,158926,1219,"lv",NA,"lv",NA,"7/29/22 9:10",NA,"https://projects.fivethirtyeight.com/polls/20220729_AK_AlaskaSurvey.pdf",NA,FALSE,NA,9496,2022,"U.S. House",1,"District 1","8/16/22","general",FALSE,FALSE,"REP","Palin",29782,"Sarah Palin",29.4,"01","02","0201"
79519,1334,"Alaska Survey Research",NA,NA,"Alaska Survey Research",155,"Alaska Survey Research","B/C","Online/Text","Alaska","7/20/22","7/25/22",NA,NA,NA,158926,1219,"lv",NA,"lv",NA,"7/29/22 9:10",NA,"https://projects.fivethirtyeight.com/polls/20220729_AK_AlaskaSurvey.pdf",NA,FALSE,NA,9496,2022,"U.S. House",1,"District 1","8/16/22","general",FALSE,FALSE,"REP","Begich",30145,"Nick Begich",29.6,"01","02","0201"
79519,1334,"Alaska Survey Research",NA,NA,"Alaska Survey Research",155,"Alaska Survey Research","B/C","Online/Text","Alaska","7/20/22","7/25/22",NA,NA,NA,158927,1219,"lv",NA,"lv",NA,"7/29/22 9:11",NA,"https://projects.fivethirtyeight.com/polls/20220729_AK_AlaskaSurvey.pdf",NA,FALSE,NA,9496,2022,"U.S. House",1,"District 1","8/16/22","general",FALSE,TRUE,"DEM","Peltola",30139,"Mary S. Peltola",45.3,"01","02","0201"
79519,1334,"Alaska Survey Research",NA,NA,"Alaska Survey Research",155,"Alaska Survey Research","B/C","Online/Text","Alaska","7/20/22","7/25/22",NA,NA,NA,158927,1219,"lv",NA,"lv",NA,"7/29/22 9:11",NA,"https://projects.fivethirtyeight.com/polls/20220729_AK_AlaskaSurvey.pdf",NA,FALSE,NA,9496,2022,"U.S. House",1,"District 1","8/16/22","general",FALSE,TRUE,"REP","Begich",30145,"Nick Begich",54.7,"01","02","0201"
79519,1334,"Alaska Survey Research",NA,NA,"Alaska Survey Research",155,"Alaska Survey Research","B/C","Online/Text","Alaska","7/20/22","7/25/22",NA,NA,NA,158928,1219,"lv",NA,"lv",NA,"7/29/22 9:11",NA,"https://projects.fivethirtyeight.com/polls/20220729_AK_AlaskaSurvey.pdf",NA,FALSE,NA,9496,2022,"U.S. House",1,"District 1","8/16/22","general",FALSE,TRUE,"DEM","Peltola",30139,"Mary S. Peltola",50.8,"01","02","0201"
79519,1334,"Alaska Survey Research",NA,NA,"Alaska Survey Research",155,"Alaska Survey Research","B/C","Online/Text","Alaska","7/20/22","7/25/22",NA,NA,NA,158928,1219,"lv",NA,"lv",NA,"7/29/22 9:11",NA,"https://projects.fivethirtyeight.com/polls/20220729_AK_AlaskaSurvey.pdf",NA,FALSE,NA,9496,2022,"U.S. House",1,"District 1","8/16/22","general",FALSE,TRUE,"REP","Palin",29782,"Sarah Palin",49.2,"01","02","0201"
79519,1334,"Alaska Survey Research",NA,NA,"Alaska Survey Research",155,"Alaska Survey Research","B/C","Online/Text","Alaska","7/20/22","7/25/22",NA,NA,NA,159067,1253,"lv",NA,"lv",NA,"8/1/22 20:04",NA,"https://twitter.com/IvanMoore1/status/1554216071074562048",NA,FALSE,NA,8998,2022,"U.S. House",1,"District 1","11/8/22","general",FALSE,FALSE,"DEM","Peltola",30406,"Mary S. Peltola",39.4,"01","02","0201"
79519,1334,"Alaska Survey Research",NA,NA,"Alaska Survey Research",155,"Alaska Survey Research","B/C","Online/Text","Alaska","7/20/22","7/25/22",NA,NA,NA,159067,1253,"lv",NA,"lv",NA,"8/1/22 20:04",NA,"https://twitter.com/IvanMoore1/status/1554216071074562048",NA,FALSE,NA,8998,2022,"U.S. House",1,"District 1","11/8/22","general",FALSE,FALSE,"REP","Palin",30150,"Sarah Palin",26.9,"01","02","0201"
